Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1999-05-01,21.85041,21.85041,20.09641,20.09641,20.09641,21.84941,19.99641,21.85041,21.85041,21.85041,21.85041,21.85041,21.85041,21.85041,19.99641,19.99641,21.85041,21.85041,21.85041,26.09641,21.85041,21.85041,21.85041,21.85041
1999-05-02,21.84941,21.84941,21.84941,21.84941,21.84941,21.84941,21.84941,21.84941,21.85041,21.85041,21.85041,21.85041,21.85041,21.85041,21.84941,21.84941,21.84941,21.85041,25.09641,30.09641,25.09641,21.85041,21.85041,21.85041
1999-05-03,21.84941,21.84941,21.84941,21.85041,21.85041,21.85041,21.85041,21.85041,26.09641,21.85041,21.85041,26.09641,21.85041,21.85041,26.09641,26.09641,26.09641,30.09641,26.09641,26.09641,26.09641,26.09641,26.09641,21.85041
1999-05-04,21.85041,21.85041,21.85041,21.85041,21.85041,30.09641,26.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,30.09641,45.59641,30.09641,30.09641,30.09641,26.09641
1999-05-05,21.85041,21.84941,21.84941,21.84941,21.85041,26.09641,21.85041,21.85041,21.85041,21.85041,21.85041,26.09641,21.85041,21.85041,21.85041,21.85041,21.85041,26.09641,24.09641,26.09641,24.09641,21.85041,26.09641,21.85041
1999-05-06,23.59641,23.59641,23.59641,23.59641,23.59641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,40.59641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,26.09641,23.59641
1999-05-07,23.59641,23.59641,23.59641,23.59641,23.59641,28.49641,23.59641,23.59641,28.09641,23.59641,23.59641,28.09641,28.09641,23.59641,23.59641,23.59641,23.59641,23.59641,28.09641,28.49641,23.59641,28.09641,28.49641,23.59641
1999-05-08,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641
1999-05-09,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641,23.59641
1999-05-10,23.59641,23.59641,23.59641,23.59641,23.59641,28.45441,23.59641,23.59641,23.59641,23.81941,28.45441,28.45441,28.45441,23.59641,23.59641,23.59641,23.59641,28.45441,40.59641,40.59641,28.45441,33.09641,28.45441,23.59641
