Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1998-10-01,22.71682,22.71682,22.71682,22.71682,22.71682,22.71682,22.66682,22.66682,22.71682,25.21682,25.21682,25.21682,22.71682,22.66682,22.66682,22.66682,22.66682,22.71682,28.71682,28.71682,26.21682,22.66682,22.71682,22.66682
1998-10-02,22.71682,22.71682,22.71682,22.71682,22.71682,22.71682,22.71682,22.71682,22.71682,22.71682,23.50682,23.50682,22.71682,20.71682,20.71682,22.71682,22.71682,22.71682,28.71682,28.71682,24.21682,22.71682,22.71682,22.71682
1998-10-03,20.70682,20.70682,20.70682,20.70682,20.70682,22.71682,20.21682,20.70682,20.70682,22.71682,20.70682,22.71682,20.70682,20.70682,20.21682,20.21682,20.21682,20.21682,27.21682,27.21682,22.71682,20.70682,20.70682,22.71682
1998-10-04,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,22.69682,22.69682,22.69682,22.69682,22.69682,22.69682,22.69682,20.71682,20.71682,18.41682,18.41682,22.69682,22.69682,22.69682,22.69682,20.71682,20.21682,20.21682
1998-10-05,20.21682,20.21682,20.21682,20.21682,22.66682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,22.71682,30.71682,30.71682,22.71682,20.21682,20.21682,20.21682
1998-10-06,20.21682,20.21682,20.21682,20.21682,20.766820000000003,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,28.71682,28.71682,27.21682,20.21682,20.21682,20.21682
1998-10-07,22.65682,20.69682,20.69682,22.65682,20.21682,22.65682,22.65682,22.65682,22.71682,22.71682,22.71682,22.71682,22.71682,22.65682,22.65682,22.65682,22.71682,22.71682,28.21682,28.21682,22.71682,22.71682,22.71682,22.65682
1998-10-08,20.21682,20.21682,20.21682,20.21682,20.21682,20.21682,21.766820000000003,21.766820000000003,25.71682,25.71682,25.71682,25.71682,25.71682,25.71682,25.71682,25.71682,25.71682,25.71682,28.21682,28.21682,25.71682,25.71682,25.71682,20.21682
1998-10-09,20.23682,20.23682,20.21682,20.23682,20.23682,21.71682,21.73682,21.73682,25.71682,25.71682,25.71682,25.71682,25.71682,21.73682,21.73682,21.73682,21.73682,25.71682,30.016820000000003,30.016820000000003,25.71682,25.71682,21.71682,21.73682
1998-10-10,21.21682,20.74682,20.23682,20.23682,20.74682,21.21682,21.71682,25.71682,27.71682,27.71682,27.71682,27.71682,27.71682,21.71682,21.71682,21.71682,21.71682,21.71682,30.016820000000003,30.016820000000003,27.71682,27.71682,25.71682,27.71682
1998-10-11,23.71682,21.25682,21.25682,21.25682,21.25682,21.25682,21.25682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,30.71682,30.71682,21.25682,21.25682,25.71682,21.25682
1998-10-12,20.96682,20.96682,20.96682,20.96682,20.96682,20.96682,20.96682,20.50682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,20.50682,20.21682,20.50682,21.21682,21.21682,21.21682,21.21682,21.21682,20.96682,23.766820000000003
1998-10-13,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,21.21682,20.96682,21.21682
