Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1999-03-01,20.27053,20.27053,20.26953,20.27053,20.40953,20.40953,21.84953,21.84953,21.84953,21.84953,21.84953,21.84953,21.84953,21.84953,21.84953,21.84953,21.84953,20.40953,20.40953,38.90953,38.40953,20.40953,21.84953,20.26953
1999-03-02,20.00953,20.00953,20.00953,20.26853,20.26853,20.27053,20.27053,20.26953,20.26953,20.26953,20.26953,20.26953,20.26953,20.27053,20.27053,20.27053,20.27053,20.26953,38.40953,38.90953,38.90953,20.27053,20.27053,20.26953
1999-03-03,20.26853,20.26853,20.26853,20.26853,20.26853,20.26953,38.40953,20.26953,20.26853,20.26853,20.26853,20.26953,20.26853,20.26853,20.26953,20.26953,20.26953,20.26853,38.90953,38.90953,38.40953,20.26953,20.26953,20.26853
1999-03-04,20.26853,20.26853,20.26853,20.26853,20.27053,20.26853,20.26853,20.26853,20.26853,38.40953,20.26853,20.00953,20.26853,20.26853,20.26853,20.26853,20.26853,20.26853,38.40953,38.90953,38.90953,20.27053,37.90953,20.27053
1999-03-05,20.26953,20.26853,20.26853,20.26853,20.27053,20.26853,20.26853,20.26953,38.40953,20.26953,20.25953,20.25953,20.25953,20.26853,20.27053,20.27053,20.27053,20.27053,20.26853,38.90953,20.26853,20.25953,20.25953,20.26853
1999-03-06,20.26853,20.26853,20.26853,20.26853,20.26753,20.26853,20.26853,20.26853,20.26853,20.26853,20.27053,36.28953,20.27053,20.26853,20.26853,20.26853,20.27053,20.26853,20.26853,36.28953,20.26853,20.27053,20.27053,35.40953
1999-03-07,20.26853,20.26853,20.26753,20.26753,20.26753,20.26753,20.26653,20.26653,20.26753,20.26753,20.26653,20.26653,20.26653,20.26753,20.26653,20.26653,20.26653,20.26653,20.26653,20.26653,20.26653,20.26753,20.26753,20.00953
1999-03-08,35.40953,35.40953,20.25953,35.40953,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.00953,20.00953,20.00953,20.27053,20.27053,20.27053,20.27053,20.25953,20.25953,40.51253,20.25953,20.27053,20.00953,20.00953
1999-03-09,20.27053,35.27953,35.27953,20.00853,20.25953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,38.40953,35.27953,20.00953,20.26853,20.00953
1999-03-10,20.26953,20.26953,20.26953,20.26953,20.25953,20.26953,26.40953,26.40953,26.40953,26.40953,20.26953,20.26953,20.26953,20.00953,20.00953,20.00953,20.00953,20.00953,20.26953,20.26953,20.26953,20.00953,30.40953,26.40953
